UPC,Winery,Wine,Varietal,Region,Year,Price,Quantity,Rating,URL,Notes,Size
8004262001678,Villa del Talo,Sangiovese di Toscana,Sangiovese,Tuscany,2004,,,,,,750ml
8004263506868,Loggia del Giullare,Rosso Toscano,Red,Tuscany,2007,2.00,,10,,"Purchased in Venice, Italy",750ml
8004263506943,Bosco ai Salici,Chianti,Red Wine,Chianti,2009,,,,,,750ml
8004300248287,Nosio,,Sangiovese,Tuscany,1999,,,,,,750ml
8004300250846,Nosio,Vino da Tavola Rosso,Red Wine,Italy - Northeast - Trentino,2003,.75,,,,,750ml
8004305000064,Mezzacorona,Merlot Trentino Doc,Merlot,Italy - Northeast - Trentino,2002,,,,www.mezzacorona.it,,750ml
8004305000088,Mezzacorona,Pinot Grigio Trentino,Pinot Grigio,Italy - Northeast - Trentino,2007,,,,www.mezzacorona.it,"Purchased in Rome, Italy",750ml
800430500163,Nosio S.P.A.,Mezzacorna Marzemine,,Italy,,14.90,,D,,,
8004305010162,Nosio,'Rotari',Chardonnay (90%) and Pinot Nero (10%),Italy - Northeast - Trentino,n/a - Sparkling),$15.95 (CDN),,,,"Like the classics of Champagne, this is made in the traditional manner using 90% Chardonnay and 10% Pinot Nero (a.k.a. Pinot Noir).  Our panel's tasting note: Like a Cava from Spain, this pale straw coloured sparkler has aromas of mineral, grapefruit, apple and spice. Dry and refreshing. Light to medium-bodied with a lingering crisp finish. Excellent as an aperitif. (Sept. 2002)  (Source:Vintages, July 2003)",750ml
8004375000902,Garofole,Garofoli Brut,Sparkling Wine,,,,,,,,
8004401000036,Cennatoio Inter Vineass,Innominato Toscano,,Italy,,10.49,,D,,,
8004401000432,Cennatoio Inter Vineass,Innominato Toscano,,Italy,,17.05,,D,,,
8004445120837,Pellegrino,Garibaldi Dolce,Red Wine,Italy,1995,20,,4.0,,Outstanding Dessert Wine,375ml
8004498075023,Cantine Bellosguardo,Bellosguardo,"Sangiovese, Canaiolo Nero, Cabernet Sauvignon, Merlot",Italy,2005,"R4 14,35",,,,,750ml
8004645305102,Tommasi,Valpolicella Classico Superiore,,Italy,2007,139,,,,Passer til det meste,750ml
8004645312407,Tommasi,Il Sestante Lugana,,Italy,2003,123,,,,,750ml
8004645402108,Tommasi,Amarone della Valpolicella Classico,Red Wine,Italy,2001,50,,,,,750ml
8004753000074,Velletri,Terre Dei Volsci,Red Wine,Italy,2002,,,,,,
8004753000500,Velletri,Terre dei Volsci,Red Wine,Italy,1999,,,,,,750ml
8005059000850,Cantina di Casteggio,Autari Barbera,Barbera,Italy,2003,$15.95 (CAD),,,,,750ml
8005172004391,De Paolo,Delle Venezie,Pinot Noir,Italy,2007,9.99,,,,,750ml
8005256000189,,Chianti Riserva,"95% Sangiovese, 5% Colorino",,2007,$14.75,,,,30 months of aging,
8005415043910,Canti,,,Sicily,,,,,,,
8005415046720,Canti,Canti Scilia Merlot Sangiovese,Merlot,Sicily,2008,£4.67,,,,,750ml
8005493000065,Citra,Citra,Montepulciano,Italy,2002,7.00,,85,,Good weeknight wine,750ml
8005516000690,Villa de Moreschi,Pinot Grigio,Pinot Gris,Veneto,2008,8.99,,,,zippy citrus and long dry finish,750ml
8005631000124,Zenato,Ripassa Valpolicella Superiore 2001,Valpollicella,Tuscany,2001,,,,,,750ml
8005697010556,Bava,Moscato d'Asti,Sparkling Wine,Italy - Piedmont - Moscato d'Asti,2002,$15.95 (CDN),,,,,750ml
8005829383107,Bottega,Petalo (Il Vino dell' Amore),Moscatto,Italy - Veneto,Sparkling Wine,$12.55,,,,,750ml
8005829464202,Bottega,Vino Dei Poeti Prosecco,Sparkling Wine,Italy,Sparkling Wine,$12.90 (CDN),,,,"Straw yellow colour. delicate apple and pear fruit on the nose with hints of citrus fruit. a hint of sweetness and green apple on the on the palate with a refreshing finish.  Serve as an aperitf or try with spring rolls, shrimp, etc.  (Source:  LCBO web site, January 2003)",750ml
8006030002412,Casa Vinicola Luigi Cecchi & Figlio S.R.L.,Cecchi Chianti D.O.C.G,Sangiovese,Tuscany,2005,12.56,,,www.cecchi.net,10% Canaiolo y Colorino Toscano,750ml
8006030520046,Casa Vinicola Luigi Cecchi & Figlio S.R.L.; Zitto Zitto,Albaruta Umbria,Red,Tuscany Italy,2006,,,,www.albaruta.it,"Purchased in Rome, Italy",750ml
8006297000169,Paladin,Paladin Refosco,,Italy,2003,120,,,,,750ml
8006393305731,Rocca Alata,Della Valpolicella,Red Wine,Amarone,2002,30,,,,,
8006393306295,Cantina Di Soave,Kyos,Nero D' Avola,Sicily,2005,,,,,,750ml
8006393306332,Rocca Alata,Ripasso Valpolicella Villa Cerro,Ripasso,Amarone,2007,40,,8,,Fakta,750ml
8006600100104,Ghibello,Chianti d.o.c.g.,Chianti,Italy,2006,9.99,,,,,750ml
8006630060102,Vecchia Cantina,Vino Nobile di Montepulciano,Sangiovese,Tuscany,2004,"6,90",,,,,750ml
800691211002,Savannah Chanelle,Sleepy Hollw Vinyard,Pinot Noir,Sant Lucia Highlands,2001,20,,,,,750ml
800691241009,Savannah Chanelle,,Pinot Noir,Sant Lucia Highlands,2001,,,,www.savannahchenelle.com,,750ml
800691251008,Savannah Chanelle,Corda Vinyard,Pinot Noir,Marin County,2001,23,,,,,750ml
800691261021,Savannah Chanelle,Laetitia Vineyard,Pinot Noir,Arroyo Grande Valley,2002,21,,,,,750ml
800691281029,Savannah Chanelle,,Pinot Noir,Russian River Valley,2003,15.99,,,,SF silver medal SCM region,750ml
800691301994,Savannah Chanelle,,Zinfandel,Santa Cruz Moutnains,2001,,,,,,750ml
800691401991,Savannah Chanelle,,Cabernet Franc,Santa Cruz Mountains,2001,,,,,,750ml
800691521019,Savannah Chanelle,Coast View Vineyard,Syrah,Monterey County,2002,16,,,,,750ml
8007013300051,Villa Santera - Leone De Castris,Primitivo Di Manduria,Zinfandel,,2002,16.95 ,,,,,
8007425000181,Marchesi de Frescobaldi,Nipozzano Riserva Chianti Rufina,Sangiovese,Italy - Tuscany,2000,,,,,,750ml
8007425000693,Marchesi de Frescobaldi,Pomino Rosso,Sangiovese,Italy - Chianti - Pomino,1998,$20.95 (CDN),,,,"In 1855, Vittorio degli Albizi returned from Burgundy to manage his family’s property (today’s Marchesi de’ Frescobaldi) in the Pomino region of Tuscany. Aged for 15 months in French oak barriques, Frescobaldi’s Pomino Rosso is a medium- to full-bodied blend of Sangiovese and Pinot Noir with a hint of Merlot and Malvasia Rossa. Raspberry and mineral aromas carry through from the nose to the palate, tannins are notably silky and the finish is fresh and juicy. This wine will go on improving for four more years but is drinking well now, a lovely partner for bistecca alla Fiorentina (Florentine T-bone steak.)  (Source:  Vintages, September 2002 wine of the month).",750ml
8007425003618,Marchesi de Frescobaldi,Pater Sangiovese,Sangiovese,Italy - Tuscany,2000,$14.50,,,,,750ml
8007425010333,Marchesi de Frescobaldi,,Cabernet Sauvignon,Tuscany,2001,,,,,,750ml
8007425033004,Marchesi De' Frescobaldi,Castiglioni Cabernet Sauvignon,Cabernet Sauvignon,Italy - Tuscany - Chianti,2000,$19.95 (CDN),,85 (WS),,"A rich, grapey wine. Medium-bodied, with a smooth berry palate and a clean finish. 33,000 cases made.  Rating:  ""Best Buy"".  (Source:  Wine Spectator, November 15, 2001).",750ml
8007425200017,Marchesi de Frescobaldi,Remole,Toscana,Italy - Tuscany,2007,5.09,,,,"Purchased in Milan, Italy",750ml
8007430301006,Poderi Parussi,Barolo,Red Wine,Italy - Barolo,1997,Gift ($50???),,,,,750ml
8007561000021,Varaschin Matteo E Figli SNC,Spumanti Varaschin,Sparkling Wine,Italy,NV,15,,,,,750ml
8007615000458,Villa Teresa Vini,Metico,Prosecco,Veneto,2004,7.99,,,,,750ml
8007625120146,Fattorie Morantico,"Verdicchio ""Torrecupra""",Verdicchio,Italy,2001w,5.99,,,,,750ml
8007880112702,Surani,Pasqua,Cabernet Sauvignon,Italy,2002,,,,,,
8007880129007,Feudi,Nero d'Avola,,"Sicily, Italy",2003,,,,,,750ml
8007880212006,Pasqua,Villa Borghetti,,Italy,2002,,,4,www.pasqua.it,,750ml
8007880540802,Surani,Lapaccio,pasqua red,South of Italy,2004,,,,,,
8007880547009,Surani,Lapaccio,"Primitivo (95%), Negroamaro (5%)",Italy,2000,,,,,,750ml
8008003939312,Fattoria dei Barbi,,Red Wine,Italy - Tuscany - Morellino Di Scansano,,,,,,,750ml
8008003939329,Barbi,'Brusco dei Barbi',Red Wine,Italy - Tuscany - Montalcino,2003,$12.95 (CDN),,,,"This wine shows an intense ruby red color and nuances of ruby red, little transparency. The nose reveals intense, clean and pleasing aromas which start with hints of black cherry and plum followed by aromas of cyclamen, raspberry, violet and blueberry. In the mouth has good correspondence to the nose, a slightly tannic attack and pleasing crispness, however balanced by alcohol, good body, intense flavors, good tannins ...  ",750ml
8008003939411,Fattoria dei Barbi,Riserva,Sangiovese,Brunello di Montalcino,2001,54.00,,93 WS,,"A complex nose of licorice, blackberry and flowers follows through to a full-bodied palate, with polished tannins and a long, caressing finish.  1,250 cases made",750ml
8008003939442,Fattoria dei Barbi,'Vivaio dei Barbi',Sangiovese,Italy - Tuscany - Morellino Di Scansano,1999,$19.95 (CDN),,,,"Tasting note: This is from the southern part of Tuscany and is made with 100% Sangiovese. The bouquet is very attractive with plum, violet and a creamy edge. Rich, juicy fruit on the palate, lively and elegant structure with velvety tannins. An ideal wine for drinking with food on a lovely spring day. (Decanter Magazine, June 2002)  Food match: roasted vegetables, barbecued backribs.  (Source:  Vintages, July 2003).",750ml
8008156301486,Cantine San Silvestro,Langite,,Italy - Piedmont - Barbaresco,2002,26,,,,,750ml
8008156301530,Cantine San Silvestro,Barbaresco Magno,Nebbiolo,Italy - Piedmont - Barbaresco,1999,$26.95 (CDN),,,,"Our panel's tasting note: Mahogany coloured with aromas of rose, tar, truffle and dried berry. Dry, tannic with fruit all around the tannin. Medium-bodied with a long, tannic/fruit finish. Mid-term cellar candidate (3-5 years). (Nov. 2002)  (Source:  Vintages, July 2003)",750ml
8008156601432,Cantine San Silvestro,Ottone I,,Italy - Piedmont - Barbaresco,2004,25,,,,,750ml
8008326136153,Bertani,Amarone,Amarone,Italy,1997,105,,,,"Deep garnet colour, classic cherry, vanilla, red berry tastes",750ml
8008366221802,Stefano Farina,Barolo,Barolo,Barolo,1997,45,,92WS,,,750ml
8008366258990,Stefano Farina,San Leolino Le Bocce,Red Wine,Italy,1998,6.99,,,,Purchased at Wine Discount Center Mar 2002,750ml
8008366888814,Franco-Fiorina,Franco-Fiorina Barolo,Nebbiolo,Barolo,1999,22,,,,,750ml
8008366888821,Franco Fiorina,,Nebbiolo,Barbaresco,2000,30,,91 ws,,"Wonderful aromas of plum and ripe fruit, with hints of licorice. Full-bodied, with chunky fruit and tannins and a velvety texture. Slightly one-dimensional now, but it will open to something beautiful. The best wine I have had from this producer. Best after 2009. 850 cases made. (JS)",
8008483000502,Badia,Badia a Coftibuono,Red Wine,Italy,2000,,,,,,750ml
800853085410,Chateau Colbert-Cannet,Chateau Colbert-Cannet Haut-Medoc,Bordeaux,Burgundy,2001,8.00,,,,,750ml
800866020033,Albino Armani,Pinot Grigio,Pinot Grigio,,2002,10.00,,,,,750ml
800873810023,Sansone,Chardonnay,Chardonnay,Veneto,2004,10.00,,,,,
8008863024029,Christina,Christina Spumante,Sparkling Wine,Italy,NV,,,,,,
8008960236127,Bolla,Bolla Sangiovese Di Romagna,Sangiovese,Italy,2005,,,,,,750ml
8009015032329,Cantele,Riserva,Negro Amaro and Malvasia Nero,Italy - Puglia - Salice Salentino,1998,$13.95 (CDN),,,,"Another excellent Italian value, from the region of Puglia, is Guagnano Salice Salentino Rosso Riserva 1998 ($13.95, No. 724328). It's rich and plummy, with notes of licorice, tobacco and leather and dry tannins. It should go nicely with hearty meat dishes, such as stews.  (Beppi Crosariol, Globe and Mail, August 21, 2004).  A jammy, plush Italian wine for grilled meat. The aromas suggest blackberry, tobacco, dried flower, plum and tar. It is dry, rich and balanced. Medium full-bodied with a long finish. (Vintages panel, Sept. 2003).  Food match: grilled lamb.  (Vintages, August 2004).",750ml
8009219010024,Thurner,Thurner Pinot Bianco,Pinot Bianco,Italy,2008,,,,,,
8009374552223,San Martino,Prosecco Frizante,Sparkling Wine,Italy,NV,6.99,,88,,,750ml
8009587000023,Foss Marai,Prosecco,Prosecco Spumante,Italy - Veneto,,15.95,,,,,750ml
8009620807305,Palazzo,Vino da Tavola Rosso,Red Wine,Italy,nv,3.99,,,,medium sweet soft red,750ml
8009663085289,Fantinel,Borgo Tesis,Cabernet Sauvignon,Italy,2002,6.25,,,,,750ml
8011315000151,Di Majo Norante,,Sangiovese,Italy Terra degli Osci,2001,13.99,,,,,750ml
8012738000056,Ross di Montalcino,Tenuta Friggiali,,Italy,1999,,,,,,
801316000063,Louis Jadot,Savigny les Beaune,Pinot Noir,Cote de Beaune,1999,19.99,,84WS,,,750ml
801316000131,Jadot,Pernand Vergelesses Clos de la Croix de Pierre,Pinot Noir,Cote de Beaune,1999,36,,86-88 pr 84 ws,,"The medium to dark ruby-colored 1999 Pernand-Vergelesses Croix De Pierre (domaine) has a beguiling blackberry, spice, and raspberry-scented nose. This light-bodied, delineated, wine is intricate and delicate. It has lace-like cherry and raspberry flavors in its delightful if somewhat restrained personality. Drink it over the next 3-4 years.  WS Nice-tasting, but in a light style. Medium body, with plenty of ripe, sweet fruit and supple tannins. Delivers some crushed berries, mineral and wet earth. Better than previously reviewed. Drink now through 2003. (PM)",
801316000186,Jadot,Beaune les Bressandes,Pinot Noir,Cote de Beaune,1999,33,,,,,750ml
801316000216,Jadot,Beaune Theurons,Pinot Noir,Cote de Beaune,1999,30,,,,,750ml
801316000247,Jadot,Clos des Ursules,Pinot Noir,Cote de Beaune,1999,52,,83WS/88ST,,,750ml
801316005549,Louis Jadot,"Cote de Nuits-Villages ""Le Vaucrain""",Pinot Noir,Cote de Nuits,2002,18.99,,,,,
8013327020080,Vill Guilia,Sangioves Rubicone,Sangiovese,Italy,2003,,,,,,750ml
8015479101037,Avignonesi,Vino Nobile de Montepulciano,Montepulciano,Tuscany,2003,"209,90",,,,"90% SANGIOVESE, 8% CANAIOLO, 2% MAMMOLINO ",750ml
8015674530168,Castello Banfi,Brunello di Montalcino,Red Wine,Brunello di Montalcino,1995,,,,,,750ml
8015674730360,Castello Banfi,Tavernelle,Cabernet Sauvignon,Brunello di Montalcino,,,,,,,750ml
8015674830862,Castello Banfi,Centine,Red Wine,Brunello di Montalcino,2002,,,,,,1.0l
8015674940363,Castello Banfi,,,Brunello di Montalcino,,,,,,,
8016001000026,Prunotto,,Red Wine,Italy - Piedmont - Barbaresco,1999,$39.95 (CDN),,88 (WS),,"Lovely aromas of crushed berries and minerals. Full-bodied, with firm tannins and a long, rich and ripe finish. Very tight and reserved. Slightly hard now. Best after 2004. 3,000 cases made.   (Source:  Wine Spectator, November 30, 2002).",750ml
8016033002128,Vignabaldo,Montefalco Rosso,Italy,Laurenzia,2006,6.04,,,,"Purchased in Milan, Italy",750ml
8016044010303,Cantine Lungarotti,Rubesco,Sangiovese,Italy - Umbria,2000,,,,,,375ml
8016044035825,Canine Giorgio Lungarotti,Lungarotti Sangiovese,Sangiovese,Italy,,15.56,,C,,,
8016044190500,Cantine Lungarotti ,Lungarotti Cabernet Sauvignon Umbria,Cabernet Sauvignon with some Sangiovese,Italy - Umbria,1999,$14.60 (CDN),,,,,750ml
8016044320303,Cantine Lungarotti,Torre di Gianno,,Italy - Umbria,2003,,,,,,375ml
8016104233703,Nino Franco,Prosecco di Valdobbiadene,Sparkling Wine,Italy - Veneto,n/a - Sparkling,$8.90 (CDN),,87 (WA),,"Tasting note: A good example of Prosecco, the famous bubbly of Venice, Verona and environs. Look for gentle sweet pear, white flower and sourdough yeastiness on the nose. Fresh, light and charming on the palate — perhaps a little soft and sweet in the middle then drying out on the finish. Chill and enjoy as an aperitif. Nino Franco is a solid, reliable specialist of the genre. Also in half bottles, which will nicely allow a couple to enjoy a glass before dinner. (David Lawrason, Wine Access, June 2000).  Perhaps the most spectacular of the Proseccos…produced by Nino Franco. With the concentration of a scientist and the love of a young father, owner Friana Franco — the third generation in his family to make Prosecco — helped me to understand the distinct qualtities of each of his wines. (Jeremy Parzen, La Cucina Italiana, Dec. 1998).  The winery suggests serving this Prosecco as an aperitif, with fish hors-d’oeuvres or with a risotto dish.",375ml
8016104237503,Nino Franco,Prosecco di Valdobbiadene,Sparkling Wine,Veneto,NV,,,,,,750ml
8016118121997,Castello di Fonterutoli,Fonterutoli Chianti Classico,Sangiovese,Tuscany,1999,,,,,,750ml
8016980000062,Bossi fedrigotti,merlot Trentino,,,,,,,,,
8017015154026,Mastroberardino,Avalon Pompeiano,Aglianico,"Campania, Italy",2002,193,,,,,750ml
8017015404008,Mastroberardino,,,"Campania, Italy",2000,,,,,,
8017746380541,,Francesco I,Red Wine,Chianti,2005,,,,,,
8019171000056,Tedeschi,,valpolicella,Italy,,,,,http://www.tedeschiwines.com/,,
8019171000070,Tedeschi,Tedeschi,Amarone,Italy,1998,50,,,http://www.tedeschiwines.com/,"Strong, rounded and warm structure. This is a well-balanced wine. After-taste confirms the notes in the bouquet.",750ml
8019171000155,Tedeschi,Tedeschi Capitel Dei Nicalo,"30% Corvina, 30% Corvinone, 30% Rondinella and 10% made up of Molinara, Rossignola, Oseleta, Negarara and Dinderella.   ",Veneto,1999,14.40,,,http://www.tedeschiwines.com/,,750ml
8019171000179,Tedeschi,Classico Capitel Monte Olmi ,,Italy,1999,50,,86,http://www.tedeschiwines.com/,,750ml
8019171000193,Tedeschi,Valpolicella Classico Superiore,Red Wine,Veneto,2007,,,,http://www.tedeschiwines.com/,,750ml
8019873124807,Farnese,Montepulciano d'Abruzzo Colline Teramane Opis Riserva 2000,Montepulciano,Italy,2000,$29,,90 WS,,"""Loads of violets and crushed blackberries on the nose. Full-bodied, chewy, with a good tannin structure and a medium finish. Nutty and chocolaty aftertaste. Big wine for aging. Best after 2007. 3,000 cases made.""...WS",750ml
8020735000139,Planeta,La Segreta,White Wine,Sicily,2006,,,,www.planeta.it,,750ml
8020735000177,Planeta,La Segreta,Nero D' Avola,Sicily,2005,,,5,www.planeta.it,"50% Nero D'Avola, 25% Merlot, 20% Syrah, 5% Cabernet Franc",750ml
8022117000065,Lento,Lamezia Riserva,"Nerello Mascalese, Nerello Cappuccio, Gaglioppo and Greco Nero",Italy - Southern Italy - Calabria,1997,$16.95 (CDN),,,,"La Calabre, tout au sud de l'Italie, produit surtout du vin de table [4% de DOC seulement], mais un producteur se démarque: Cantina Lento à Lamezia Terme, dont le cabernet sauvignon, Federico II, m'a laissé un très bon souvenir. Le Lamezia rosso Riserva 1996, fait de cépages locaux, est arrivé à la LCBO en septembre dernier. Voici ce que ça donne: Bonne intensité aromatique, avec des fruits cuits, du cèdre, du tabac et un peu de caoutchouc. Peu acide et peu tannique, il n'est pas très corsé mais tout de même assez rond. La finale est vanillée avec une bonne longueur. Pas un vin de garde, il plaira à ceux qui recherchent un vin rond, peu tannique et prêt à boire. 13/20. 23 octobre 2002  (Source:    Alain Brault, www.vinquebec.com).  Lento's Lamezia Riserva is an excellent example of the blender's art at work at a regional level. The grapes used here are quite uncommon: Nerello Mascalese, a dark, spicy, perfumed red grape; Nerello Cappuccio, a good blending grape for filling out the middle; Gaglioppo, adding a tannic grip to blends; and Greco Nero, another excellent blending grape which adds an acid crispness. The finished wines are designed to be enjoyed with local cuisine.  Food match: eggplant parmigiana (a local Calabrian specialty), spicy Italian sausage.  (Source:  Vintages, June 2003).",750ml
8022252200351,La Spinetta,Ca di Pian,Barbera D'Asti,Piedmont,2003,19,,,,,
8022252200429,La Spinetta,Bricco Quaglia,Moscato d'Asti,Piedmont,2004,14,,,,,
